"order_date","order_year","order_month","month_number","category","sales","quantity","discount","profit"
"2017-04-09","2017","April","4","Office Supplies","17.43","1.0","70.0","-13.363"
"2017-04-09","2017","April","4","Office Supplies","251.64","3.0","20.0","88.074"
"2017-12-30","2017","December","12","Office Supplies","13.904","2.0","20.0","4.5188"
"2017-12-30","2017","December","12","Office Supplies","20.72","2.0","20.0","6.475"
"2017-07-03","2017","July","7","Furniture","23.99","1.0","0.0","5.5177"
"2017-07-03","2017","July","7","Technology","287.97","3.0","0.0","77.7519"
"2017-12-10","2017","December","12","Technology","14.2","1.0","20.0","3.3725"
"2017-02-03","2017","February","2","Office Supplies","5.229","3.0","70.0","-4.1832"
"2017-02-03","2017","February","2","Office Supplies","285.552","2.0","20.0","35.694"
"2017-03-03","2017","March","3","Office Supplies","72.8","5.0","0.0","19.656"
"2017-10-09","2017","October","10","Office Supplies","10.816","4.0","20.0","3.5152"
"2017-10-15","2017","October","10","Office Supplies","87.92","4.0","0.0","26.376"
"2017-06-02","2017","June","6","Technology","2.97","1.0","40.0","-0.6435"
"2017-06-02","2017","June","6","Office Supplies","27.44","2.0","20.0","2.401"
"2017-04-02","2017","April","4","Furniture","25.11","3.0","0.0","6.5286"
"2017-03-31","2017","March","3","Furniture","29.78","2.0","0.0","8.0406"
"2017-03-31","2017","March","3","Technology","677.58","3.0","0.0","176.1708"
"2017-03-31","2017","March","3","Office Supplies","75.04","8.0","0.0","36.0192"
"2017-01-02","2017","January","1","Technology","695.7","2.0","50.0","-27.828"
"2017-01-02","2017","January","1","Office Supplies","15.66","5.0","70.0","-12.528"
"2017-01-02","2017","January","1","Office Supplies","28.854","6.0","70.0","-21.1596"
"2017-05-04","2017","May","5","Technology","183.96","5.0","20.0","20.6955"
"2017-05-04","2017","May","5","Office Supplies","17.61","3.0","0.0","8.4528"
"2017-05-04","2017","May","5","Furniture","300.904","1.0","20.0","11.2839"
"2017-04-26","2017","April","4","Furniture","1.988","1.0","60.0","-1.4413"
"2017-10-19","2017","October","10","Office Supplies","123.256","7.0","20.0","9.2442"
"2017-10-19","2017","October","10","Office Supplies","23.68","4.0","20.0","7.4"
"2017-10-19","2017","October","10","Technology","309.576","4.0","40.0","-56.7556"
"2017-11-10","2017","November","11","Office Supplies","38.388","14.0","70.0","-25.592"
"2017-11-10","2017","November","11","Technology","95.994","2.0","70.0","-63.996"
"2017-11-10","2017","November","11","Technology","239.952","6.0","20.0","-35.9928"
"2017-11-10","2017","November","11","Technology","201.584","2.0","20.0","15.1188"
"2017-11-10","2017","November","11","Furniture","899.136","4.0","20.0","-146.1096"
"2017-07-08","2017","July","7","Furniture","145.9","5.0","0.0","62.737"
"2017-03-07","2017","March","3","Technology","49.08","3.0","0.0","4.908"
"2017-07-03","2017","July","7","Office Supplies","9.552","3.0","20.0","1.5522"
"2017-10-09","2017","October","10","Furniture","652.45","5.0","50.0","-430.617"
"2017-10-09","2017","October","10","Furniture","66.645","3.0","50.0","-42.6528"
"2017-11-04","2017","November","11","Office Supplies","23.68","2.0","20.0","8.88"
"2017-01-28","2017","January","1","Technology","239.97","3.0","0.0","26.3967"
"2017-01-28","2017","January","1","Furniture","37.74","3.0","0.0","12.8316"
"2017-11-26","2017","November","11","Technology","220.752","8.0","40.0","-40.4712"
"2017-06-20","2017","June","6","Office Supplies","31.104","6.0","20.0","10.8864"
"2017-06-20","2017","June","6","Office Supplies","5.248","2.0","20.0","0.5904"
"2017-04-12","2017","April","4","Office Supplies","29.7","5.0","0.0","13.365"
"2017-04-12","2017","April","4","Office Supplies","39.96","4.0","0.0","17.982"
"2017-12-19","2017","December","12","Office Supplies","36.672","2.0","20.0","11.46"
"2017-08-05","2017","August","8","Office Supplies","13.76","2.0","0.0","6.3296"
"2017-06-13","2017","June","6","Office Supplies","164.736","4.0","20.0","-39.1248"
"2017-06-13","2017","June","6","Furniture","470.302","7.0","30.0","-87.3418"
"2017-06-13","2017","June","6","Technology","47.984","2.0","20.0","5.998"
"2017-06-12","2017","June","6","Office Supplies","91.2","3.0","0.0","41.952"
"2017-06-12","2017","June","6","Furniture","452.94","3.0","0.0","67.941"
"2017-12-09","2017","December","12","Furniture","872.94","3.0","0.0","226.9644"
"2017-12-09","2017","December","12","Office Supplies","41.54","2.0","0.0","19.5238"
"2017-12-09","2017","December","12","Office Supplies","12.96","2.0","0.0","6.2208"
"2017-07-11","2017","July","7","Office Supplies","8.67","3.0","0.0","4.0749"
"2017-03-19","2017","March","3","Office Supplies","28.91","7.0","0.0","13.2986"
"2017-11-19","2017","November","11","Technology","31.968","4.0","20.0","2.3976"
"2017-08-25","2017","August","8","Office Supplies","9.728","2.0","20.0","1.7024"
"2017-08-25","2017","August","8","Office Supplies","3.424","1.0","20.0","1.07"
"2017-04-30","2017","April","4","Office Supplies","62.96","4.0","0.0","28.332"
"2017-11-24","2017","November","11","Office Supplies","5.88","1.0","0.0","2.8812"
"2017-11-24","2017","November","11","Furniture","977.292","6.0","10.0","173.7408"
"2017-10-30","2017","October","10","Furniture","9.64","2.0","0.0","3.6632"
"2017-09-04","2017","September","9","Office Supplies","10.192","7.0","20.0","3.185"
"2017-09-04","2017","September","9","Office Supplies","16.784","1.0","20.0","-0.2098"
"2017-09-04","2017","September","9","Office Supplies","13.12","5.0","20.0","3.772"
"2017-11-12","2017","November","11","Office Supplies","16.056","3.0","20.0","5.8203"
"2017-11-12","2017","November","11","Office Supplies","223.056","9.0","20.0","69.705"
"2017-11-12","2017","November","11","Office Supplies","540.048","3.0","20.0","-47.2542"
"2017-12-24","2017","December","12","Office Supplies","17.88","3.0","20.0","5.5875"
"2017-12-10","2017","December","12","Office Supplies","34.5","3.0","0.0","15.525"
"2017-09-12","2017","September","9","Furniture","8.36","2.0","0.0","3.0096"
"2017-06-24","2017","June","6","Office Supplies","385.6","8.0","0.0","111.824"
"2017-06-24","2017","June","6","Office Supplies","35.82","9.0","0.0","11.8206"
"2017-08-18","2017","August","8","Office Supplies","200.064","3.0","20.0","12.504"
"2017-08-18","2017","August","8","Office Supplies","21.38","5.0","80.0","-33.139"
"2017-08-18","2017","August","8","Office Supplies","6.744","4.0","80.0","-11.4648"
"2017-12-11","2017","December","12","Furniture","63.686","1.0","30.0","-9.098"
"2017-12-10","2017","December","12","Furniture","1669.6","4.0","0.0","116.872"
"2017-02-11","2017","February","2","Office Supplies","21.336","7.0","20.0","7.7343"
"2017-04-16","2017","April","4","Office Supplies","16.52","5.0","20.0","2.065"
"2017-08-31","2017","August","8","Office Supplies","10.744","1.0","20.0","0.8058"
"2017-08-31","2017","August","8","Office Supplies","8.376","3.0","20.0","2.7222"
"2017-02-10","2017","February","2","Furniture","203.983","2.0","15.00","16.7986"
"2017-09-15","2017","September","9","Technology","39.99","1.0","0.0","11.5971"
"2017-09-15","2017","September","9","Office Supplies","16.28","2.0","0.0","6.512"
"2017-09-15","2017","September","9","Furniture","782.94","3.0","0.0","203.5644"
"2017-09-15","2017","September","9","Office Supplies","242.48","7.0","0.0","116.3904"
"2017-11-13","2017","November","11","Office Supplies","9.324","6.0","80.0","-24.7086"
"2017-10-16","2017","October","10","Office Supplies","124.75","5.0","0.0","57.385"
"2017-09-04","2017","September","9","Technology","91.96","4.0","0.0","39.5428"
"2017-09-05","2017","September","9","Office Supplies","2.78","1.0","0.0","0.7228"
"2017-06-30","2017","June","6","Furniture","1044.63","5.0","40.0","-295.9785"
"2017-06-11","2017","June","6","Office Supplies","122.97","3.0","0.0","60.2553"
"2017-11-26","2017","November","11","Office Supplies","12.84","3.0","0.0","3.7236"
"2017-05-08","2017","May","5","Furniture","47.992","2.0","30.0","-2.0568"
"2017-10-16","2017","October","10","Furniture","547.3","13.0","0.0","175.136"
"2017-11-19","2017","November","11","Office Supplies","16.896","4.0","20.0","5.28"
"2017-11-19","2017","November","11","Office Supplies","6.672","1.0","20.0","0.5004"
"2017-11-19","2017","November","11","Office Supplies","99.136","4.0","20.0","8.6744"
"2017-11-19","2017","November","11","Furniture","15.992","2.0","60.0","-13.993"
"2017-11-30","2017","November","11","Office Supplies","155.94","6.0","0.0","45.2226"
"2017-12-21","2017","December","12","Office Supplies","1000.02","7.0","0.0","290.0058"
"2017-07-08","2017","July","7","Furniture","198.46","2.0","0.0","99.23"
"2017-07-08","2017","July","7","Office Supplies","786.48","8.0","0.0","385.3752"
"2017-07-08","2017","July","7","Office Supplies","23.168","2.0","20.0","7.8192"
"2017-07-08","2017","July","7","Technology","50.0","2.0","0.0","10.5"
"2017-06-21","2017","June","6","Furniture","17.92","5.0","20.0","2.464"
"2017-06-21","2017","June","6","Office Supplies","41.256","6.0","70.0","-34.38"
"2017-11-18","2017","November","11","Office Supplies","169.68","6.0","0.0","45.8136"
"2017-11-18","2017","November","11","Technology","132.52","4.0","0.0","54.3332"
"2017-11-18","2017","November","11","Office Supplies","2.96","2.0","0.0","1.4208"
"2017-11-18","2017","November","11","Office Supplies","8.448","2.0","20.0","2.9568"
"2017-11-18","2017","November","11","Office Supplies","95.94","3.0","0.0","9.594"
"2017-01-20","2017","January","1","Technology","160.776","3.0","20.0","10.0485"
"2017-10-30","2017","October","10","Office Supplies","88.752","3.0","20.0","27.735"
"2017-10-30","2017","October","10","Office Supplies","13.904","2.0","20.0","5.214"
"2017-04-30","2017","April","4","Technology","677.58","5.0","40.0","-158.102"
"2017-04-30","2017","April","4","Office Supplies","13.896","3.0","70.0","-9.264"
"2017-10-19","2017","October","10","Technology","16.68","3.0","20.0","5.2125"
"2017-07-03","2017","July","7","Technology","167.968","4.0","20.0","62.988"
"2017-04-24","2017","April","4","Office Supplies","99.28","2.0","20.0","12.41"
"2017-04-24","2017","April","4","Office Supplies","1.188","2.0","70.0","-0.99"
"2017-04-24","2017","April","4","Office Supplies","7.518","2.0","70.0","-5.7638"
"2017-12-10","2017","December","12","Office Supplies","10.368","2.0","20.0","3.6288"
"2017-12-10","2017","December","12","Furniture","310.88","2.0","20.0","23.316"
"2017-12-09","2017","December","12","Office Supplies","33.45","5.0","0.0","15.387"
"2017-12-09","2017","December","12","Office Supplies","10.4","5.0","0.0","5.096"
"2017-10-30","2017","October","10","Office Supplies","43.86","6.0","0.0","20.6142"
"2017-10-30","2017","October","10","Technology","148.48","2.0","20.0","16.704"
"2017-10-30","2017","October","10","Office Supplies","7.42","2.0","0.0","3.71"
"2017-10-30","2017","October","10","Furniture","71.992","1.0","20.0","-0.8999"
"2017-10-30","2017","October","10","Office Supplies","19.9","5.0","0.0","6.567"
"2017-10-30","2017","October","10","Office Supplies","1702.12","14.0","0.0","510.636"
"2017-09-08","2017","September","9","Furniture","765.625","7.0","50.0","-566.5625"
"2017-10-07","2017","October","10","Furniture","307.666","2.0","15.00","-14.4784"
"2017-04-29","2017","April","4","Furniture","1048.35","5.0","40.0","-69.89"
"2017-07-29","2017","July","7","Office Supplies","34.848","2.0","20.0","6.534"
"2017-07-29","2017","July","7","Technology","22.0","5.0","20.0","1.375"
"2017-07-29","2017","July","7","Office Supplies","4.368","3.0","20.0","0.3822"
"2017-10-30","2017","October","10","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-10-30","2017","October","10","Furniture","7.168","2.0","20.0","0.9856"
"2017-10-30","2017","October","10","Office Supplies","11.168","2.0","20.0","-2.5128"
"2017-10-30","2017","October","10","Technology","442.4","7.0","20.0","-55.3"
"2017-10-14","2017","October","10","Furniture","9.46","2.0","0.0","3.6894"
"2017-12-02","2017","December","12","Office Supplies","559.62","9.0","0.0","151.0974"
"2017-12-02","2017","December","12","Office Supplies","109.92","2.0","0.0","53.8608"
"2017-12-02","2017","December","12","Office Supplies","8.56","2.0","0.0","3.852"
"2017-03-02","2017","March","3","Office Supplies","6.976","4.0","20.0","-1.3952"
"2017-03-02","2017","March","3","Office Supplies","12.222","7.0","80.0","-20.1663"
"2017-09-22","2017","September","9","Office Supplies","219.84","4.0","0.0","107.7216"
"2017-09-22","2017","September","9","Technology","98.16","6.0","0.0","9.816"
"2017-09-22","2017","September","9","Office Supplies","33.04","8.0","0.0","15.5288"
"2017-09-22","2017","September","9","Technology","86.97","3.0","0.0","25.2213"
"2017-08-27","2017","August","8","Office Supplies","63.84","8.0","0.0","16.5984"
"2017-08-27","2017","August","8","Technology","347.97","3.0","0.0","100.9113"
"2017-08-27","2017","August","8","Office Supplies","37.008","6.0","20.0","11.565"
"2017-09-22","2017","September","9","Office Supplies","5.607","1.0","70.0","-4.2987"
"2017-09-22","2017","September","9","Office Supplies","4663.736","7.0","20.0","-1049.3406"
"2017-09-22","2017","September","9","Technology","79.984","2.0","20.0","22.9954"
"2017-11-20","2017","November","11","Furniture","77.6","5.0","20.0","28.13"
"2017-11-20","2017","November","11","Furniture","4.656","2.0","20.0","1.5714"
"2017-10-21","2017","October","10","Technology","1439.92","8.0","0.0","374.3792"
"2017-10-21","2017","October","10","Furniture","262.11","1.0","0.0","62.9064"
"2017-08-01","2017","August","8","Technology","1439.982","3.0","40.0","-263.9967"
"2017-08-01","2017","August","8","Office Supplies","36.288","7.0","20.0","12.7008"
"2017-02-19","2017","February","2","Office Supplies","1245.86","7.0","0.0","361.2994"
"2017-07-29","2017","July","7","Technology","90.57","3.0","0.0","11.7741"
"2017-01-12","2017","January","1","Office Supplies","40.08","6.0","0.0","19.2384"
"2017-01-12","2017","January","1","Furniture","37.68","2.0","0.0","15.8256"
"2017-09-10","2017","September","9","Furniture","362.352","3.0","20.0","27.1764"
"2017-09-10","2017","September","9","Office Supplies","7.184","2.0","20.0","2.245"
"2017-05-12","2017","May","5","Office Supplies","127.92","5.0","20.0","-15.99"
"2017-05-12","2017","May","5","Office Supplies","34.24","4.0","80.0","-53.072"
"2017-03-26","2017","March","3","Furniture","257.568","2.0","20.0","-28.9764"
"2017-03-26","2017","March","3","Technology","119.96","4.0","0.0","33.5888"
"2017-11-12","2017","November","11","Technology","370.782","3.0","40.0","-92.6955"
"2017-04-15","2017","April","4","Furniture","196.45","5.0","0.0","70.722"
"2017-11-21","2017","November","11","Furniture","70.98","1.0","0.0","20.5842"
"2017-03-25","2017","March","3","Technology","470.376","3.0","20.0","47.0376"
"2017-12-29","2017","December","12","Furniture","393.568","4.0","20.0","-44.2764"
"2017-12-29","2017","December","12","Technology","302.376","3.0","20.0","22.6782"
"2017-03-28","2017","March","3","Office Supplies","68.742","9.0","70.0","-48.1194"
"2017-01-19","2017","January","1","Office Supplies","6.0","2.0","20.0","2.1"
"2017-12-22","2017","December","12","Office Supplies","7.824","1.0","20.0","2.934"
"2017-12-02","2017","December","12","Office Supplies","34.65","3.0","0.0","10.395"
"2017-10-03","2017","October","10","Office Supplies","1793.98","2.0","0.0","843.1706"
"2017-10-21","2017","October","10","Office Supplies","5.184","1.0","20.0","1.8144"
"2017-10-21","2017","October","10","Furniture","478.48","2.0","20.0","47.848"
"2017-10-21","2017","October","10","Technology","28.4","2.0","20.0","6.745"
"2017-10-21","2017","October","10","Office Supplies","909.12","8.0","0.0","9.0912"
"2017-12-18","2017","December","12","Furniture","18.96","2.0","0.0","8.532"
"2017-07-03","2017","July","7","Office Supplies","273.896","7.0","20.0","92.4399"
